SBST18N,state,AGGFLG18,SBSTA18N,SBST18,SBSTAG18,county,SBSTFG18
Region 3,1,0,,3,,1,1
Region 4,1,0,,4,,3,1
Region 4,1,0,,4,,5,1
Region 2,1,0,,2,,7,1
Region 2,1,0,,2,,9,1
Region 3,1,0,,3,,11,1
Region 4,1,0,,4,,13,1
Region 2,1,0,,2,,15,1
Region 3,1,0,,3,,17,1
Region 1,1,0,,1,,19,1
Region 2,1,0,,2,,21,1
Region 3,1,0,,3,,23,1
Region 4,1,0,,4,,25,1
Region 2,1,0,,2,,27,1
Region 2,1,0,,2,,29,1
Region 4,1,0,,4,,31,1
Region 1,1,0,,1,,33,1
Region 4,1,0,,4,,35,1
Region 2,1,0,,2,,37,1
Region 4,1,0,,4,,39,1
Region 4,1,0,,4,,41,1
Region 1,1,0,,1,,43,1
Region 4,1,0,,4,,45,1
Region 3,1,0,,3,,47,1
Region 1,1,0,,1,,49,1
Region 3,1,0,,3,,51,1
Region 4,1,0,,4,,53,1
Region 1,1,0,,1,,55,1
Region 1,1,0,,1,,57,1
Region 1,1,0,,1,,59,1
Region 4,1,0,,4,,61,1
Region 3,1,0,,3,,63,1
Region 3,1,0,,3,,65,1
Region 4,1,0,,4,,67,1
Region 4,1,0,,4,,69,1
Region 1,1,0,,1,,71,1
Region 2,1,0,,2,,73,1
Region 1,1,0,,1,,75,1
Region 1,1,0,,1,,77,1
Region 1,1,0,,1,,79,1
Region 3,1,0,,3,,81,1
Region 1,1,0,,1,,83,1
Region 3,1,0,,3,,85,1
Region 3,1,0,,3,,87,1
Region 1,1,0,,1,,89,1
Region 3,1,0,,3,,91,1
Region 1,1,0,,1,,93,1
Region 1,1,0,,1,,95,1
Region 4,1,0,,4,,97,1
Region 4,1,0,,4,,99,1
Region 3,1,0,,3,,101,1
Region 1,1,0,,1,,103,1
Region 3,1,0,,3,,105,1
Region 2,1,0,,2,,107,1
Region 3,1,0,,3,,109,1
Region 2,1,0,,2,,111,1
Region 3,1,0,,3,,113,1
Region 2,1,0,,2,,115,1
Region 2,1,0,,2,,117,1
Region 3,1,0,,3,,119,1
Region 2,1,0,,2,,121,1
Region 3,1,0,,3,,123,1
Region 2,1,0,,2,,125,1
Region 1,1,0,,1,,127,1
Region 4,1,0,,4,,129,1
Region 3,1,0,,3,,131,1
Region 1,1,0,,1,,133,1
South Central,2,0,,3,,13,1
South Central,2,0,,3,,16,1
Anchorage,2,0,,1,,20,1
Northern,2,0,,2,,50,1
South Central,2,0,,3,,60,1
Northern,2,0,,2,,68,1
South Central,2,0,,3,,70,1
Northern,2,0,,2,,90,1
Southeast,2,0,,4,,100,1
Southeast,2,0,,4,,105,1
Southeast,2,0,,4,,110,1
South Central,2,0,,3,,122,1
Southeast,2,0,,4,,130,1
South Central,2,0,,3,,150,1
South Central,2,0,,3,,164,1
South Central,2,0,,3,,170,1
Northern,2,0,,2,,180,1
Northern,2,0,,2,,185,1
Northern,2,0,,2,,188,1
Southeast,2,0,,4,,195,1
Southeast,2,0,,4,,198,1
Southeast,2,0,,4,,220,1
Southeast,2,0,,4,,230,1
Northern,2,0,,2,,240,1
South Central,2,0,,3,,261,1
Northern,2,0,,2,,270,1
Southeast,2,0,,4,,275,1
Southeast,2,0,,4,,282,1
Northern,2,0,,2,,290,1
North,4,0,North,2,2,1,1
South B,4,1,South,4,3,3,1
North,4,0,North,2,2,5,1
North,4,0,North,2,2,7,1
South B,4,1,South,4,3,9,1
South B,4,1,South,4,3,11,1
South B,4,1,South,4,3,12,1
Central,4,0,Central,1,1,13,1
North,4,0,North,2,2,15,1
North,4,0,North,2,2,17,1
South A,4,1,South,3,3,19,1
South B,4,1,South,4,3,21,1
South B,4,1,South,4,3,23,1
North,4,0,North,2,2,25,1
South B,4,1,South,4,3,27,1
Catchment Area 6,5,0,,6,,1,1
Catchment Area 6,5,0,,6,,3,1
Catchment Area 2,5,0,,2,,5,1
Catchment Area 1,5,0,,1,,7,1
Catchment Area 2,5,0,,2,,9,1
Catchment Area 6,5,0,,6,,11,1
Catchment Area 7,5,0,,7,,13,1
Catchment Area 1,5,0,,1,,15,1
Catchment Area 6,5,0,,6,,17,1
Catchment Area 5,5,0,,5,,19,1
Catchment Area 3,5,0,,3,,21,1
Catchment Area 2,5,0,,2,,23,1
Catchment Area 6,5,0,,6,,25,1
Catchment Area 7,5,0,,7,,27,1
Catchment Area 5,5,0,,5,,29,1
Catchment Area 3,5,0,,3,,31,1
Catchment Area 4,5,0,,4,,33,1
Catchment Area 3,5,0,,3,,35,1
Catchment Area 3,5,0,,3,,37,1
Catchment Area 7,5,0,,7,,39,1
Catchment Area 6,5,0,,6,,41,1
Catchment Area 6,5,0,,6,,43,1
Catchment Area 5,5,0,,5,,45,1
Catchment Area 4,5,0,,4,,47,1
Catchment Area 2,5,0,,2,,49,1
Catchment Area 5,5,0,,5,,51,1
Catchment Area 6,5,0,,6,,53,1
Catchment Area 3,5,0,,3,,55,1
Catchment Area 7,5,0,,7,,57,1
Catchment Area 5,5,0,,5,,59,1
Catchment Area 7,5,0,,7,,61,1
Catchment Area 2,5,0,,2,,63,1
Catchment Area 2,5,0,,2,,65,1
Catchment Area 2,5,0,,2,,67,1
Catchment Area 6,5,0,,6,,69,1
Catchment Area 5,5,0,,5,,71,1
Catchment Area 7,5,0,,7,,73,1
Catchment Area 3,5,0,,3,,75,1
Catchment Area 3,5,0,,3,,77,1
Catchment Area 6,5,0,,6,,79,1
Catchment Area 7,5,0,,7,,81,1
Catchment Area 4,5,0,,4,,83,1
Catchment Area 8,5,0,,8,,85,1
Catchment Area 1,5,0,,1,,87,1
Catchment Area 2,5,0,,2,,89,1
Catchment Area 7,5,0,,7,,91,1
Catchment Area 3,5,0,,3,,93,1
Catchment Area 3,5,0,,3,,95,1
Catchment Area 5,5,0,,5,,97,1
Catchment Area 7,5,0,,7,,99,1
Catchment Area 2,5,0,,2,,101,1
Catchment Area 7,5,0,,7,,103,1
Catchment Area 5,5,0,,5,,105,1
Catchment Area 3,5,0,,3,,107,1
Catchment Area 5,5,0,,5,,109,1
Catchment Area 3,5,0,,3,,111,1
Catchment Area 4,5,0,,4,,113,1
Catchment Area 5,5,0,,5,,115,1
Catchment Area 8,5,0,,8,,117,1
Catchment Area 8,5,0,,8,,119,1
Catchment Area 3,5,0,,3,,121,1
Catchment Area 3,5,0,,3,,123,1
Catchment Area 8,5,0,,8,,125,1
Catchment Area 4,5,0,,4,,127,1
Catchment Area 2,5,0,,2,,129,1
Catchment Area 4,5,0,,4,,131,1
Catchment Area 7,5,0,,7,,133,1
Catchment Area 2,5,0,,2,,135,1
Catchment Area 2,5,0,,2,,137,1
Catchment Area 7,5,0,,7,,139,1
Catchment Area 2,5,0,,2,,141,1
Catchment Area 1,5,0,,1,,143,1
Catchment Area 2,5,0,,2,,145,1
Catchment Area 2,5,0,,2,,147,1
Catchment Area 5,5,0,,5,,149,1
Region 3,8,0,,3,,1,1
Region 4,8,0,,4,,3,1
Region 3,8,0,,3,,5,1
Region 1,8,0,,1,,7,1
Region 4,8,0,,4,,9,1
Region 4,8,0,,4,,11,1
Region 6,8,0,,6,,13,1
Region 2,8,0,,2,,14,1
Region 4,8,0,,4,,15,1
Region 2,8,0,,2,,17,1
Region 6,8,0,,6,,19,1
Region 4,8,0,,4,,21,1
Region 4,8,0,,4,,23,1
Region 4,8,0,,4,,25,1
Region 4,8,0,,4,,27,1
Region 1,8,0,,1,,29,1
Region 5,8,0,,5,,31,1
Region 1,8,0,,1,,33,1
Region 3,8,0,,3,,35,1
Region 1,8,0,,1,,37,1
Region 3,8,0,,3,,39,1
Region 7,8,0,,7,,41,1
Region 4,8,0,,4,,43,1
Region 1,8,0,,1,,45,1
Region 6,8,0,,6,,47,1
Region 1,8,0,,1,,49,1
Region 1,8,0,,1,,51,1
Region 1,8,0,,1,,53,1
Region 4,8,0,,4,,55,1
Region 1,8,0,,1,,57,1
Region 6,8,0,,6,,59,1
Region 4,8,0,,4,,61,1
Region 2,8,0,,2,,63,1
Region 4,8,0,,4,,65,1
Region 1,8,0,,1,,67,1
Region 1,8,0,,1,,69,1
Region 4,8,0,,4,,71,1
Region 2,8,0,,2,,73,1
Region 2,8,0,,2,,75,1
Region 1,8,0,,1,,77,1
Region 4,8,0,,4,,79,1
Region 1,8,0,,1,,81,1
Region 1,8,0,,1,,83,1
Region 1,8,0,,1,,85,1
Region 2,8,0,,2,,87,1
Region 4,8,0,,4,,89,1
Region 1,8,0,,1,,91,1
Region 7,8,0,,7,,93,1
Region 2,8,0,,2,,95,1
Region 1,8,0,,1,,97,1
Region 4,8,0,,4,,99,1
Region 4,8,0,,4,,101,1
Region 1,8,0,,1,,103,1
Region 4,8,0,,4,,105,1
Region 1,8,0,,1,,107,1
Region 4,8,0,,4,,109,1
Region 1,8,0,,1,,111,1
Region 1,8,0,,1,,113,1
Region 2,8,0,,2,,115,1
Region 1,8,0,,1,,117,1
Region 7,8,0,,7,,119,1
Region 2,8,0,,2,,121,1
Region 2,8,0,,2,,123,1
Region 2,8,0,,2,,125,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,1,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,3,1
Circuit 14,12,1,Northwest,6,5,5,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,7,1
Circuit 18,12,1,Central I,8,2,9,1
Broward (Circuit 17),12,0,Broward (Circuit 17),1,1,11,1
Circuit 14,12,1,Northwest,6,5,13,1
Circuit 20,12,1,Central II,11,3,15,1
Circuit 5,12,1,Northeast,13,4,17,1
Circuit 4,12,1,Northeast,12,4,19,1
Circuit 20,12,1,Central II,11,3,21,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,23,1
Circuit 12,12,1,Central II,4,3,27,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,29,1
Circuit 4,12,1,Northeast,12,4,31,1
Circuit 1,12,1,Northwest,2,5,33,1
Circuit 7,12,1,Northeast,15,4,35,1
Circuit 2 plus Madison and Taylor,12,1,Northwest,10,5,37,1
Circuit 2 plus Madison and Taylor,12,1,Northwest,10,5,39,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,41,1
Circuit 20,12,1,Central II,11,3,43,1
Circuit 14,12,1,Northwest,6,5,45,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,47,1
Circuit 10,12,1,Central II,3,3,49,1
Circuit 20,12,1,Central II,11,3,51,1
Circuit 5,12,1,Northeast,13,4,53,1
Circuit 10,12,1,Central II,3,3,55,1
Circuit 13 (Hillsborough),12,1,Central II,5,3,57,1
Circuit 14,12,1,Northwest,6,5,59,1
Circuit 19,12,1,Southeast,9,7,61,1
Circuit 14,12,1,Northwest,6,5,63,1
Circuit 2 plus Madison and Taylor,12,1,Northwest,10,5,65,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,67,1
Circuit 5,12,1,Northeast,13,4,69,1
Circuit 20,12,1,Central II,11,3,71,1
Circuit 2 plus Madison and Taylor,12,1,Northwest,10,5,73,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,75,1
Circuit 2 plus Madison and Taylor,12,1,Northwest,10,5,77,1
Circuit 2 plus Madison and Taylor,12,1,Northwest,10,5,79,1
Circuit 12,12,1,Central II,4,3,81,1
Circuit 5,12,1,Northeast,13,4,83,1
Circuit 19,12,1,Southeast,9,7,85,1
South (Circuits 11 and 16),12,0,South (Circuits 11 and 16),18,6,86,1
South (Circuits 11 and 16),12,0,South (Circuits 11 and 16),18,6,87,1
Circuit 4,12,1,Northeast,12,4,89,1
Circuit 1,12,1,Northwest,2,5,91,1
Circuit 19,12,1,Southeast,9,7,93,1
Circuit 9,12,1,Central I,17,2,95,1
Circuit 9,12,1,Central I,17,2,97,1
Circuit 15 (Palm Beach),12,1,Southeast,7,7,99,1
Circuit 6,12,1,Central II,14,3,101,1
Circuit 6,12,1,Central II,14,3,103,1
Circuit 10,12,1,Central II,3,3,105,1
Circuit 7,12,1,Northeast,15,4,107,1
Circuit 7,12,1,Northeast,15,4,109,1
Circuit 19,12,1,Southeast,9,7,111,1
Circuit 1,12,1,Northwest,2,5,113,1
Circuit 12,12,1,Central II,4,3,115,1
Circuit 18,12,1,Central I,8,2,117,1
Circuit 5,12,1,Northeast,13,4,119,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,121,1
Circuit 2 plus Madison and Taylor,12,1,Northwest,10,5,123,1
"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",12,1,Northeast,16,4,125,1
Circuit 7,12,1,Northeast,15,4,127,1
Circuit 2 plus Madison and Taylor,12,1,Northwest,10,5,129,1
Circuit 1,12,1,Northwest,2,5,131,1
Circuit 14,12,1,Northwest,6,5,133,1
Region 5,13,0,,5,,1,1
Region 5,13,0,,5,,3,1
Region 5,13,0,,5,,5,1
Region 4,13,0,,4,,7,1
Region 2,13,0,,2,,9,1
Region 1,13,0,,1,,11,1
Region 2,13,0,,2,,13,1
Region 1,13,0,,1,,15,1
Region 4,13,0,,4,,17,1
Region 4,13,0,,4,,19,1
Region 2,13,0,,2,,21,1
Region 5,13,0,,5,,23,1
Region 5,13,0,,5,,25,1
Region 4,13,0,,4,,27,1
Region 5,13,0,,5,,29,1
Region 5,13,0,,5,,31,1
Region 2,13,0,,2,,33,1
Region 6,13,0,,6,,35,1
Region 4,13,0,,4,,37,1
Region 5,13,0,,5,,39,1
Region 5,13,0,,5,,43,1
Region 6,13,0,,6,,45,1
Region 1,13,0,,1,,47,1
Region 5,13,0,,5,,49,1
Region 5,13,0,,5,,51,1
Region 6,13,0,,6,,53,1
Region 1,13,0,,1,,55,1
Region 1,13,0,,1,,57,1
Region 2,13,0,,2,,59,1
Region 6,13,0,,6,,61,1
Region 3,13,0,,3,,63,1
Region 5,13,0,,5,,65,1
Region 1,13,0,,1,,67,1
Region 5,13,0,,5,,69,1
Region 4,13,0,,4,,71,1
Region 2,13,0,,2,,73,1
Region 4,13,0,,4,,75,1
Region 6,13,0,,6,,77,1
Region 6,13,0,,6,,79,1
Region 6,13,0,,6,,81,1
Region 1,13,0,,1,,83,1
Region 1,13,0,,1,,85,1
Region 4,13,0,,4,,87,1
Region 3,13,0,,3,,89,1
Region 5,13,0,,5,,91,1
Region 6,13,0,,6,,93,1
Region 4,13,0,,4,,95,1
Region 1,13,0,,1,,97,1
Region 4,13,0,,4,,99,1
Region 4,13,0,,4,,101,1
Region 5,13,0,,5,,103,1
Region 2,13,0,,2,,105,1
Region 2,13,0,,2,,107,1
Region 5,13,0,,5,,109,1
Region 1,13,0,,1,,111,1
Region 6,13,0,,6,,113,1
Region 1,13,0,,1,,115,1
Region 1,13,0,,1,,117,1
Region 1,13,0,,1,,119,1
Region 3,13,0,,3,,121,1
Region 1,13,0,,1,,123,1
Region 2,13,0,,2,,125,1
Region 5,13,0,,5,,127,1
Region 1,13,0,,1,,129,1
Region 4,13,0,,4,,131,1
Region 2,13,0,,2,,133,1
Region 3,13,0,,3,,135,1
Region 1,13,0,,1,,137,1
Region 1,13,0,,1,,139,1
Region 2,13,0,,2,,141,1
Region 1,13,0,,1,,143,1
Region 6,13,0,,6,,145,1
Region 1,13,0,,1,,147,1
Region 6,13,0,,6,,149,1
Region 6,13,0,,6,,151,1
Region 6,13,0,,6,,153,1
Region 4,13,0,,4,,155,1
Region 2,13,0,,2,,157,1
Region 2,13,0,,2,,159,1
Region 5,13,0,,5,,161,1
Region 2,13,0,,2,,163,1
Region 2,13,0,,2,,165,1
Region 5,13,0,,5,,167,1
Region 2,13,0,,2,,169,1
Region 6,13,0,,6,,171,1
Region 4,13,0,,4,,173,1
Region 5,13,0,,5,,175,1
Region 4,13,0,,4,,177,1
Region 5,13,0,,5,,179,1
Region 2,13,0,,2,,181,1
Region 5,13,0,,5,,183,1
Region 4,13,0,,4,,185,1
Region 1,13,0,,1,,187,1
Region 2,13,0,,2,,189,1
Region 5,13,0,,5,,191,1
Region 6,13,0,,6,,193,1
Region 2,13,0,,2,,195,1
Region 6,13,0,,6,,197,1
Region 6,13,0,,6,,199,1
Region 4,13,0,,4,,201,1
Region 4,13,0,,4,,205,1
Region 2,13,0,,2,,207,1
Region 5,13,0,,5,,209,1
Region 2,13,0,,2,,211,1
Region 1,13,0,,1,,213,1
Region 6,13,0,,6,,215,1
Region 3,13,0,,3,,217,1
Region 2,13,0,,2,,219,1
Region 2,13,0,,2,,221,1
Region 1,13,0,,1,,223,1
Region 6,13,0,,6,,225,1
Region 1,13,0,,1,,227,1
Region 5,13,0,,5,,229,1
Region 6,13,0,,6,,231,1
Region 1,13,0,,1,,233,1
Region 5,13,0,,5,,235,1
Region 2,13,0,,2,,237,1
Region 6,13,0,,6,,239,1
Region 1,13,0,,1,,241,1
Region 6,13,0,,6,,243,1
Region 2,13,0,,2,,245,1
Region 3,13,0,,3,,247,1
Region 6,13,0,,6,,249,1
Region 2,13,0,,2,,251,1
Region 4,13,0,,4,,253,1
Region 6,13,0,,6,,255,1
Region 1,13,0,,1,,257,1
Region 6,13,0,,6,,259,1
Region 6,13,0,,6,,261,1
Region 6,13,0,,6,,263,1
Region 2,13,0,,2,,265,1
Region 5,13,0,,5,,267,1
Region 6,13,0,,6,,269,1
Region 5,13,0,,5,,271,1
Region 4,13,0,,4,,273,1
Region 4,13,0,,4,,275,1
Region 4,13,0,,4,,277,1
Region 5,13,0,,5,,279,1
Region 1,13,0,,1,,281,1
Region 5,13,0,,5,,283,1
Region 6,13,0,,6,,285,1
Region 4,13,0,,4,,287,1
Region 2,13,0,,2,,289,1
Region 1,13,0,,1,,291,1
Region 6,13,0,,6,,293,1
Region 1,13,0,,1,,295,1
Region 2,13,0,,2,,297,1
Region 5,13,0,,5,,299,1
Region 2,13,0,,2,,301,1
Region 2,13,0,,2,,303,1
Region 5,13,0,,5,,305,1
Region 6,13,0,,6,,307,1
Region 5,13,0,,5,,309,1
Region 1,13,0,,1,,311,1
Region 1,13,0,,1,,313,1
Region 5,13,0,,5,,315,1
Region 2,13,0,,2,,317,1
Region 2,13,0,,2,,319,1
Region 4,13,0,,4,,321,1
Hawaii Island,15,0,,1,,1,1
Honolulu,15,0,,2,,3,1
Kauai,15,0,,3,,5,1
Kauai,15,0,,3,,7,1
Maui,15,0,,4,,9,1
Region 4,16,0,,4,,1,1
Region 3,16,0,,3,,3,1
Region 6,16,0,,6,,5,1
Region 6,16,0,,6,,7,1
Region 1,16,0,,1,,9,1
Region 7,16,0,,7,,11,1
Region 5,16,0,,5,,13,1
Region 4,16,0,,4,,15,1
Region 1,16,0,,1,,17,1
Region 7,16,0,,7,,19,1
Region 1,16,0,,1,,21,1
Region 7,16,0,,7,,23,1
Region 5,16,0,,5,,25,1
Region 3,16,0,,3,,27,1
Region 6,16,0,,6,,29,1
Region 5,16,0,,5,,31,1
Region 7,16,0,,7,,33,1
Region 2,16,0,,2,,35,1
Region 7,16,0,,7,,37,1
Region 4,16,0,,4,,39,1
Region 6,16,0,,6,,41,1
Region 7,16,0,,7,,43,1
Region 3,16,0,,3,,45,1
Region 5,16,0,,5,,47,1
Region 2,16,0,,2,,49,1
Region 7,16,0,,7,,51,1
Region 5,16,0,,5,,53,1
Region 1,16,0,,1,,55,1
Region 2,16,0,,2,,57,1
Region 7,16,0,,7,,59,1
Region 2,16,0,,2,,61,1
Region 5,16,0,,5,,63,1
Region 7,16,0,,7,,65,1
Region 5,16,0,,5,,67,1
Region 2,16,0,,2,,69,1
Region 6,16,0,,6,,71,1
Region 3,16,0,,3,,73,1
Region 3,16,0,,3,,75,1
Region 6,16,0,,6,,77,1
Region 1,16,0,,1,,79,1
Region 7,16,0,,7,,81,1
Region 5,16,0,,5,,83,1
Region 4,16,0,,4,,85,1
Region 3,16,0,,3,,87,1
Northeast,18,0,,4,,1,1
Northeast,18,0,,4,,3,1
Southeast,18,0,,6,,5,1
West,18,0,,8,,7,1
East,18,0,,2,,9,1
Central,18,0,,1,,11,1
Southeast,18,0,,6,,13,1
West,18,0,,8,,15,1
North Central,18,0,,3,,17,1
Southeast,18,0,,6,,19,1
West,18,0,,8,,21,1
West,18,0,,8,,23,1
Southeast,18,0,,6,,25,1
Southwest,18,0,,7,,27,1
Southeast,18,0,,6,,29,1
Southeast,18,0,,6,,31,1
Northeast,18,0,,4,,33,1
East,18,0,,2,,35,1
Southwest,18,0,,7,,37,1
North Central,18,0,,3,,39,1
East,18,0,,2,,41,1
Southeast,18,0,,6,,43,1
West,18,0,,8,,45,1
Southeast,18,0,,6,,47,1
North Central,18,0,,3,,49,1
Southwest,18,0,,7,,51,1
East,18,0,,2,,53,1
Southwest,18,0,,7,,55,1
Central,18,0,,1,,57,1
Central,18,0,,1,,59,1
Southeast,18,0,,6,,61,1
Central,18,0,,1,,63,1
East,18,0,,2,,65,1
North Central,18,0,,3,,67,1
Northeast,18,0,,4,,69,1
Southeast,18,0,,6,,71,1
Northwest,18,0,,5,,73,1
East,18,0,,2,,75,1
Southeast,18,0,,6,,77,1
Southeast,18,0,,6,,79,1
Central,18,0,,1,,81,1
Southwest,18,0,,7,,83,1
North Central,18,0,,3,,85,1
Northeast,18,0,,4,,87,1
Northwest,18,0,,5,,89,1
North Central,18,0,,3,,91,1
Southeast,18,0,,6,,93,1
East,18,0,,2,,95,1
Central,18,0,,1,,97,1
North Central,18,0,,3,,99,1
Southwest,18,0,,7,,101,1
North Central,18,0,,3,,103,1
West,18,0,,8,,105,1
West,18,0,,8,,107,1
Central,18,0,,1,,109,1
Northwest,18,0,,5,,111,1
Northeast,18,0,,4,,113,1
Southeast,18,0,,6,,115,1
Southeast,18,0,,6,,117,1
West,18,0,,8,,119,1
West,18,0,,8,,121,1
Southwest,18,0,,7,,123,1
Southwest,18,0,,7,,125,1
Northwest,18,0,,5,,127,1
Southwest,18,0,,7,,129,1
Northwest,18,0,,5,,131,1
West,18,0,,8,,133,1
East,18,0,,2,,135,1
Southeast,18,0,,6,,137,1
East,18,0,,2,,139,1
North Central,18,0,,3,,141,1
Southeast,18,0,,6,,143,1
Central,18,0,,1,,145,1
Southwest,18,0,,7,,147,1
Northwest,18,0,,5,,149,1
Northeast,18,0,,4,,151,1
West,18,0,,8,,153,1
Southeast,18,0,,6,,155,1
West,18,0,,8,,157,1
North Central,18,0,,3,,159,1
East,18,0,,2,,161,1
Southwest,18,0,,7,,163,1
West,18,0,,8,,165,1
West,18,0,,8,,167,1
North Central,18,0,,3,,169,1
West,18,0,,8,,171,1
Southwest,18,0,,7,,173,1
Southeast,18,0,,6,,175,1
East,18,0,,2,,177,1
Northeast,18,0,,4,,179,1
West,18,0,,8,,181,1
Northeast,18,0,,4,,183,1
Southwest,19,0,,6,,1,1
Southwest,19,0,,6,,3,1
Northeast,19,0,,3,,5,1
Southeast,19,0,,5,,7,1
Northwest,19,0,,4,,9,1
Northeast,19,0,,3,,11,1
Northeast,19,0,,3,,13,1
North Central,19,0,,2,,15,1
Northeast,19,0,,3,,17,1
Northeast,19,0,,3,,19,1
Northwest,19,0,,4,,21,1
Northeast,19,0,,3,,23,1
Northwest,19,0,,4,,25,1
Northwest,19,0,,4,,27,1
Southwest,19,0,,6,,29,1
Southeast,19,0,,5,,31,1
North Central,19,0,,2,,33,1
Northwest,19,0,,4,,35,1
Northeast,19,0,,3,,37,1
Southwest,19,0,,6,,39,1
Northwest,19,0,,4,,41,1
Northeast,19,0,,3,,43,1
Northeast,19,0,,3,,45,1
Northwest,19,0,,4,,47,1
Southwest,19,0,,6,,49,1
Southeast,19,0,,5,,51,1
Southwest,19,0,,6,,53,1
Northeast,19,0,,3,,55,1
Southeast,19,0,,5,,57,1
Northwest,19,0,,4,,59,1
Northeast,19,0,,3,,61,1
Northwest,19,0,,4,,63,1
Northeast,19,0,,3,,65,1
North Central,19,0,,2,,67,1
North Central,19,0,,2,,69,1
Southwest,19,0,,6,,71,1
Northwest,19,0,,4,,73,1
Northeast,19,0,,3,,75,1
Northwest,19,0,,4,,77,1
Northwest,19,0,,4,,79,1
North Central,19,0,,2,,81,1
North Central,19,0,,2,,83,1
Southwest,19,0,,6,,85,1
Southeast,19,0,,5,,87,1
Northeast,19,0,,3,,89,1
Northwest,19,0,,4,,91,1
Northwest,19,0,,4,,93,1
Southeast,19,0,,5,,95,1
Northeast,19,0,,3,,97,1
Central,19,0,,1,,99,1
Southeast,19,0,,5,,101,1
Southeast,19,0,,5,,103,1
Northeast,19,0,,3,,105,1
Southeast,19,0,,5,,107,1
North Central,19,0,,2,,109,1
Southeast,19,0,,5,,111,1
Northeast,19,0,,3,,113,1
Southeast,19,0,,5,,115,1
Southeast,19,0,,5,,117,1
Northwest,19,0,,4,,119,1
Southwest,19,0,,6,,121,1
Southeast,19,0,,5,,123,1
Central,19,0,,1,,125,1
North Central,19,0,,2,,127,1
Southwest,19,0,,6,,129,1
North Central,19,0,,2,,131,1
Northwest,19,0,,4,,133,1
Southeast,19,0,,5,,135,1
Southwest,19,0,,6,,137,1
Southeast,19,0,,5,,139,1
Northwest,19,0,,4,,141,1
Northwest,19,0,,4,,143,1
Southwest,19,0,,6,,145,1
Northwest,19,0,,4,,147,1
Northwest,19,0,,4,,149,1
Northwest,19,0,,4,,151,1
Central,19,0,,1,,153,1
Southwest,19,0,,6,,155,1
North Central,19,0,,2,,157,1
Southwest,19,0,,6,,159,1
Northwest,19,0,,4,,161,1
Southeast,19,0,,5,,163,1
Northwest,19,0,,4,,165,1
Northwest,19,0,,4,,167,1
North Central,19,0,,2,,169,1
North Central,19,0,,2,,171,1
Southwest,19,0,,6,,173,1
Southwest,19,0,,6,,175,1
Southeast,19,0,,5,,177,1
Southeast,19,0,,5,,179,1
Central,19,0,,1,,181,1
Southeast,19,0,,5,,183,1
Southeast,19,0,,5,,185,1
Northwest,19,0,,4,,187,1
North Central,19,0,,2,,189,1
Northeast,19,0,,3,,191,1
Northwest,19,0,,4,,193,1
North Central,19,0,,2,,195,1
Northwest,19,0,,4,,197,1
Southeast,20,0,,4,,1,1
Southeast,20,0,,4,,3,1
Northeast,20,0,,1,,5,1
South Central,20,0,,3,,7,1
South Central,20,0,,3,,9,1
Southeast,20,0,,4,,11,1
Northeast,20,0,,1,,13,1
